message,label,source
Ok. I asked for money how far,legitimate,SMSSpamCollection
Okie...,legitimate,SMSSpamCollection
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",legitimate,SMSSpamCollection
"K, I might come by tonight then if my class lets out early",legitimate,SMSSpamCollection
Ok..,legitimate,SMSSpamCollection
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,legitimate,SMSSpamCollection
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",legitimate,SMSSpamCollection
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",legitimate,SMSSpamCollection
Hey you told your name to gautham ah?,legitimate,SMSSpamCollection
Haf u found him? I feel so stupid da v cam was working.,legitimate,SMSSpamCollection
Oops. 4 got that bit.,legitimate,SMSSpamCollection
Are you this much buzy,legitimate,SMSSpamCollection
I accidentally deleted the message. Resend please.,legitimate,SMSSpamCollection
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,fraudulent,SMSSpamCollection
Unless it's a situation where YOU GO GURL would be more appropriate,legitimate,SMSSpamCollection
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,legitimate,SMSSpamCollection
I cant pick the phone right now. Pls send a message,legitimate,SMSSpamCollection
Need a coffee run tomo?Can't believe it's that time of week already,legitimate,SMSSpamCollection
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",legitimate,SMSSpamCollection
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",legitimate,SMSSpamCollection
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,legitimate,SMSSpamCollection
He is a womdarfull actor,legitimate,SMSSpamCollection
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",fraudulent,SMSSpamCollection
Yup... From what i remb... I think should be can book... ,legitimate,SMSSpamCollection
Jos ask if u wana meet up?,legitimate,SMSSpamCollection
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,legitimate,SMSSpamCollection
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",fraudulent,SMSSpamCollection
Where are the garage keys? They aren't on the bookshelf,legitimate,SMSSpamCollection
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,legitimate,SMSSpamCollection
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",fraudulent,SMSSpamCollection
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,legitimate,SMSSpamCollection
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",legitimate,SMSSpamCollection
You made my day. Do have a great day too.,legitimate,SMSSpamCollection
K.k:)advance happy pongal.,legitimate,SMSSpamCollection
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",legitimate,SMSSpamCollection
"Not really dude, have no friends i'm afraid :(",legitimate,SMSSpamCollection
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,fraudulent,SMSSpamCollection
"Coffee cake, i guess...",legitimate,SMSSpamCollection
"Merry Christmas to you too babe, i love ya *kisses*",legitimate,SMSSpamCollection
Hey... Why dont we just go watch x men and have lunch... Haha ,legitimate,SMSSpamCollection
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,legitimate,SMSSpamCollection
That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,legitimate,SMSSpamCollection
No problem. How are you doing?,legitimate,SMSSpamCollection
No calls..messages..missed calls,legitimate,SMSSpamCollection
Hi da:)how is the todays class?,legitimate,SMSSpamCollection
"I'd say that's a good sign but, well, you know my track record at reading women",legitimate,SMSSpamCollection
"Cool, text me when you're parked",legitimate,SMSSpamCollection
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,legitimate,SMSSpamCollection
K.k:)apo k.good movie.,legitimate,SMSSpamCollection
Maybe i could get book out tomo then return it immediately ..? Or something.,legitimate,SMSSpamCollection
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,fraudulent,SMSSpamCollection
Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,legitimate,SMSSpamCollection
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,fraudulent,SMSSpamCollection
"Ta-Daaaaa! I am home babe, are you still up ?",legitimate,SMSSpamCollection
Cool. So how come you havent been wined and dined before?,legitimate,SMSSpamCollection
Just sleeping..and surfing,legitimate,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
U calling me right? Call my hand phone...,legitimate,SMSSpamCollection
Ok that's great thanx a lot.,legitimate,SMSSpamCollection
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,legitimate,SMSSpamCollection
Where u been hiding stranger?,legitimate,SMSSpamCollection
Am not interested to do like that.,legitimate,SMSSpamCollection
My sister cleared two round in birla soft yesterday.,legitimate,SMSSpamCollection
Gudnite....tc...practice going on,legitimate,SMSSpamCollection
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,legitimate,SMSSpamCollection
One small prestige problem now.,legitimate,SMSSpamCollection
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,fraudulent,SMSSpamCollection
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,legitimate,SMSSpamCollection
"Nah can't help you there, I've never had an iphone",legitimate,SMSSpamCollection
If you're not in my car in an hour and a half I'm going apeshit,legitimate,SMSSpamCollection
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",legitimate,SMSSpamCollection
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,legitimate,SMSSpamCollection
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,legitimate,SMSSpamCollection
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",legitimate,SMSSpamCollection
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,fraudulent,SMSSpamCollection
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,fraudulent,SMSSpamCollection
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",legitimate,SMSSpamCollection
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",legitimate,SMSSpamCollection
Ha ha cool cool chikku chikku:-):-DB-),legitimate,SMSSpamCollection
Oh ok no prob..,legitimate,SMSSpamCollection
Check audrey's status right now,legitimate,SMSSpamCollection
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,legitimate,SMSSpamCollection
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",legitimate,SMSSpamCollection
Well i know Z will take care of me. So no worries.,legitimate,SMSSpamCollection
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",fraudulent,SMSSpamCollection
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,fraudulent,SMSSpamCollection
Wat uniform? In where get?,legitimate,SMSSpamCollection
"Cool, text me when you're ready",legitimate,SMSSpamCollection
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",legitimate,SMSSpamCollection
I will spoil you in bed as well :),legitimate,SMSSpamCollection
I'm going for bath will msg you next  &lt;#&gt;  min..,legitimate,SMSSpamCollection
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,legitimate,SMSSpamCollection
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",fraudulent,SMSSpamCollection
Can you say what happen,legitimate,SMSSpamCollection
You could have seen me..i did't recognise you Face.:),legitimate,SMSSpamCollection
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,legitimate,SMSSpamCollection
Keep my payasam there if rinu brings,legitimate,SMSSpamCollection
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,legitimate,SMSSpamCollection
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",legitimate,SMSSpamCollection
"Yeah sure, give me a couple minutes to track down my wallet",legitimate,SMSSpamCollection
Hey leave it. not a big deal:-) take care.,legitimate,SMSSpamCollection
Hey i will be late ah... Meet you at 945+,legitimate,SMSSpamCollection
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",fraudulent,SMSSpamCollection
It took Mr owl 3 licks,legitimate,SMSSpamCollection
Customer place i will call you.,legitimate,SMSSpamCollection
Mm that time you dont like fun,legitimate,SMSSpamCollection
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,fraudulent,SMSSpamCollection
Yup having my lunch buffet now.. U eat already?,legitimate,SMSSpamCollection
Huh so late... Fr dinner?,legitimate,SMSSpamCollection
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,legitimate,SMSSpamCollection
Morning only i can ok.,legitimate,SMSSpamCollection
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,legitimate,SMSSpamCollection
Pick you up bout 7.30ish? What time are  and that going?,legitimate,SMSSpamCollection
From here after The performance award is calculated every two month.not for current one month period..,legitimate,SMSSpamCollection
